0,0.00291,0.00205,0.00676,405.058,787.20736,7941.43037,164.07652,8.19E-08,4.68E-07,5.53E-20,3.43E-10,2.04E-22,1.26E-10
0.08,0.0911,0.00241,0.00818,666.87156,881.1377,7924.88542,163.65263,8.21E-08,4.68E-07,3.22E-15,3.43E-10,1.07E-16,1.26E-10
0.16,0.17926,0.00275,0.00982,810.59195,3425.19442,7908.53068,163.23311,8.23E-08,4.68E-07,6.41E-14,3.43E-10,3.90E-15,1.26E-10
0.24,0.26737,0.00317,0.01228,927.47522,4317.864,7892.36301,162.81791,8.25E-08,4.68E-07,3.65E-13,3.43E-10,3.16E-14,1.26E-10
0.32,0.35543,0.00367,0.01555,1030.91181,8706.5972,7876.37933,162.40696,8.27E-08,4.68E-07,1.22E-12,3.43E-10,1.35E-13,1.26E-10
0.4,0.44345,0.00428,0.01979,1125.94418,4136.9145,7860.57658,162.0002,8.29E-08,4.68E-07,3.01E-12,3.43E-10,4.01E-13,1.26E-10
0.48,0.53144,0.00501,0.02499,1215.07982,2995.40612,7844.94499,161.59801,8.31E-08,4.68E-07,6.17E-12,3.43E-10,9.52E-13,1.26E-10
0.56,0.6194,0.00589,0.031,1299.76497,2404.03308,7829.4885,161.19988,8.33E-08,4.68E-07,1.11E-11,3.43E-10,1.93E-12,1.26E-10
0.64,0.70732,0.00696,0.03825,1380.91708,2222.85827,7814.20416,160.80573,8.35E-08,4.68E-07,1.81E-11,3.43E-10,3.51E-12,1.26E-10
0.72,0.79521,0.00823,0.04632,1459.15769,1618.37523,7799.0891,160.41552,8.37E-08,4.68E-07,2.76E-11,3.43E-10,5.83E-12,1.26E-10
0.8,0.88307,0.00965,0.05511,1534.92898,1016.31184,7784.14044,160.02918,8.39E-08,4.68E-07,3.98E-11,3.43E-10,9.07E-12,1.26E-10
0.88,0.9709,0.01122,0.06454,1608.55783,558.48611,7769.34867,159.64709,8.41E-08,2.05E-07,5.48E-11,1.92E-10,1.34E-11,5.94E-11
0.96,1.0587,0.01301,0.07481,1680.29289,330.92668,7754.71779,159.26876,8.43E-08,7.83E-08,7.28E-11,1.19E-10,1.88E-11,3.66E-11
1.04,1.14647,0.01503,0.08573,1750.32887,222.78554,7740.24505,158.89411,8.44E-08,4.35E-08,9.37E-11,9.12E-11,2.56E-11,2.89E-11
1.12,1.23419,0.0172,0.09707,1818.82119,169.42193,7725.92768,158.52309,8.46E-08,3.05E-08,1.18E-10,8.02E-11,3.38E-11,2.64E-11
1.2,1.32187,0.01957,0.10896,1885.8962,144.51065,7711.76298,158.15565,8.48E-08,2.47E-08,1.44E-10,7.85E-11,4.34E-11,2.69E-11
1.28,1.40953,0.02214,0.12128,1951.65823,131.52112,7697.74165,157.79218,8.50E-08,2.12E-08,1.74E-10,8.09E-11,5.44E-11,2.88E-11
1.36,1.49715,0.02482,0.13375,2016.19427,123.85333,7683.86773,157.43217,8.52E-08,1.87E-08,2.07E-10,8.45E-11,6.70E-11,3.12E-11
1.44,1.58475,0.02769,0.14659,2079.57838,120.2582,7670.13857,157.07557,8.54E-08,1.71E-08,2.42E-10,9.00E-11,8.12E-11,3.43E-11
1.52,1.67232,0.03074,0.16004,2141.87405,119.17697,7656.55153,156.72232,8.56E-08,1.61E-08,2.79E-10,9.71E-11,9.68E-11,3.82E-11
1.6,1.75986,0.03388,0.17371,2203.13621,119.1211,7643.10398,156.37237,8.57E-08,1.51E-08,3.19E-10,1.04E-10,1.14E-10,4.22E-11
1.68,1.84738,0.03722,0.18729,2263.41282,120.29422,7629.78681,156.02611,8.59E-08,1.43E-08,3.61E-10,1.12E-10,1.33E-10,4.68E-11
1.76,1.93487,0.04062,0.20094,2322.74577,121.69529,7616.60406,155.68304,8.61E-08,1.36E-08,4.05E-10,1.21E-10,1.53E-10,5.16E-11
1.84,2.02234,0.04415,0.21479,2381.17249,123.51267,7603.55313,155.34312,8.63E-08,1.30E-08,4.51E-10,1.29E-10,1.74E-10,5.64E-11
1.92,2.10977,0.0478,0.2285,2438.72642,125.60599,7590.63146,155.00629,8.65E-08,1.25E-08,4.99E-10,1.37E-10,1.97E-10,6.16E-11
2,2.19716,0.05149,0.24207,2495.43757,127.58926,7577.83648,154.6725,8.66E-08,1.19E-08,5.48E-10,1.45E-10,2.21E-10,6.66E-11
2.08,2.28453,0.05534,0.25601,2551.33301,129.9862,7565.15918,154.34213,8.68E-08,1.15E-08,5.98E-10,1.54E-10,2.46E-10,7.20E-11
2.16,2.37187,0.05919,0.26985,2606.43698,132.06879,7552.60355,154.01471,8.70E-08,1.12E-08,6.50E-10,1.62E-10,2.72E-10,7.72E-11
2.24,2.45919,0.0632,0.2835,2660.77189,133.96204,7540.16703,153.69018,8.72E-08,1.07E-08,7.02E-10,1.69E-10,2.99E-10,8.23E-11
2.32,2.54648,0.0672,0.29703,2714.35818,135.82006,7527.84705,153.36849,8.73E-08,1.03E-08,7.56E-10,1.76E-10,3.28E-10,8.73E-11
2.4,2.63376,0.07125,0.31048,2767.21465,138.06083,7515.64104,153.0496,8.75E-08,1.00E-08,8.10E-10,1.84E-10,3.57E-10,9.25E-11
2.48,2.72101,0.07529,0.3238,2819.35856,140.14761,7503.54007,152.73388,8.77E-08,9.82E-09,8.65E-10,1.91E-10,3.87E-10,9.78E-11
2.56,2.80824,0.07933,0.33699,2870.80554,142.20605,7491.54801,152.42086,8.78E-08,9.60E-09,9.21E-10,1.98E-10,4.18E-10,1.03E-10
2.64,2.89545,0.08342,0.35007,2921.57031,144.65738,7479.66227,152.11049,8.80E-08,9.37E-09,9.77E-10,2.06E-10,4.49E-10,1.08E-10
2.72,2.98265,0.08759,0.36302,2971.66649,147.63604,7467.88023,151.80273,8.82E-08,9.18E-09,1.03E-09,2.13E-10,4.81E-10,1.14E-10
2.8,3.06982,0.09174,0.37585,3021.1067,150.17526,7456.19927,151.49752,8.83E-08,9.00E-09,1.09E-09,2.20E-10,5.14E-10,1.19E-10
2.88,3.15694,0.09586,0.38856,3069.90264,152.31275,7444.61045,151.19525,8.85E-08,8.80E-09,1.15E-09,2.26E-10,5.47E-10,1.24E-10
2.96,3.24405,0.10009,0.40097,3118.06485,154.25103,7433.1175,150.89544,8.87E-08,8.58E-09,1.20E-09,2.33E-10,5.81E-10,1.29E-10
3.04,3.33115,0.10452,0.41296,3165.60339,156.02698,7421.71774,150.59805,8.88E-08,8.34E-09,1.26E-09,2.40E-10,6.15E-10,1.34E-10
3.12,3.41822,0.10881,0.42485,3212.52756,158.25989,7410.40846,150.30304,8.90E-08,8.15E-09,1.32E-09,2.46E-10,6.50E-10,1.39E-10
3.2,3.50528,0.11278,0.43662,3258.84599,161.9859,7399.18692,150.01035,8.91E-08,8.03E-09,1.37E-09,2.54E-10,6.85E-10,1.45E-10
3.28,3.59232,0.11676,0.44828,3304.56662,165.15208,7388.04411,149.72037,8.93E-08,7.94E-09,1.43E-09,2.59E-10,7.20E-10,1.50E-10
3.36,3.67935,0.12102,0.45984,3349.69653,166.07891,7376.98359,149.43262,8.95E-08,7.77E-09,1.49E-09,2.62E-10,7.55E-10,1.53E-10
3.44,3.76636,0.12525,0.47129,3394.24246,166.90669,7366.00253,149.14706,8.96E-08,7.62E-09,1.54E-09,2.65E-10,7.90E-10,1.56E-10
3.52,3.85336,0.12941,0.48229,3438.21061,169.02583,7355.09808,148.86366,8.98E-08,7.51E-09,1.60E-09,2.70E-10,8.26E-10,1.61E-10
3.6,3.94035,0.13352,0.49312,3481.60664,171.15864,7344.26736,148.58235,8.99E-08,7.41E-09,1.65E-09,2.75E-10,8.61E-10,1.65E-10
3.68,4.02732,0.13761,0.50383,3524.43569,173.39144,7333.50128,148.30352,9.01E-08,7.29E-09,1.71E-09,2.79E-10,8.97E-10,1.69E-10
3.76,4.11425,0.14168,0.51441,3566.70217,175.64271,7322.80316,148.0267,9.02E-08,7.16E-09,1.76E-09,2.84E-10,9.33E-10,1.73E-10
3.84,4.20118,0.14565,0.52488,3608.41029,177.52883,7312.17004,147.75185,9.04E-08,7.04E-09,1.82E-09,2.89E-10,9.68E-10,1.77E-10
3.92,4.28809,0.14934,0.5352,3649.5638,178.56218,7301.5989,147.47893,9.05E-08,6.86E-09,1.87E-09,2.91E-10,1.00E-09,1.80E-10
4,4.37498,0.15299,0.54543,3690.16605,179.51507,7291.08672,147.20789,9.07E-08,6.70E-09,1.92E-09,2.93E-10,1.04E-09,1.83E-10
4.08,4.46187,0.1568,0.55498,3730.21997,181.70125,7280.62431,146.9391,9.08E-08,6.60E-09,1.98E-09,2.95E-10,1.07E-09,1.86E-10
4.16,4.54875,0.16064,0.56427,3769.72788,184.14122,7270.2148,146.6721,9.10E-08,6.52E-09,2.03E-09,2.99E-10,1.11E-09,1.89E-10
4.24,4.63562,0.16444,0.57353,3808.69199,186.39425,7259.85507,146.40685,9.11E-08,6.47E-09,2.08E-09,3.02E-10,1.15E-09,1.93E-10
4.32,4.72248,0.16823,0.58298,3847.11415,188.4291,7249.54199,146.1433,9.13E-08,6.44E-09,2.13E-09,3.06E-10,1.18E-09,1.96E-10
4.4,4.80933,0.17198,0.59233,3884.99591,190.32806,7239.2724,145.88142,9.14E-08,6.40E-09,2.18E-09,3.09E-10,1.21E-09,2.00E-10
4.48,4.89617,0.17552,0.60113,3922.33853,193.11533,7229.03708,145.62157,9.16E-08,6.36E-09,2.23E-09,3.14E-10,1.25E-09,2.04E-10
4.56,4.983,0.17892,0.60954,3959.14273,196.39462,7218.83899,145.36329,9.17E-08,6.33E-09,2.28E-09,3.20E-10,1.28E-09,2.09E-10
