Time ms,Tvib mean K,Trot mean K,Time ms,Ttr cal isentropic K,Time ms,Pressure bar
-0.05557,1145.86831,563.18681,0,2668.92282,-0.10001,0.05189
-0.05492,1010.49212,532.24318,1.00E-04,2682.26898,-0.09992,0.03154
-0.05427,1250.78628,722.31961,2.00E-04,2682.14365,-0.09982,0.03154
-0.05362,859.26752,652.02722,3.00E-04,2682.01851,-0.09973,0.01798
-0.05297,430.20166,1138.63612,4.00E-04,2681.89355,-0.09964,-0.00237
-0.05232,424.58571,1312.35313,5.00E-04,2681.76877,-0.09955,0.04511
-0.05167,455.14972,1357.38326,6.00E-04,2681.64417,-0.09945,0.02476
-0.05102,499.46227,1350.76161,7.00E-04,2681.51975,-0.09936,0.03154
-0.05037,507.75629,1350.60302,8.00E-04,2681.3955,-0.09927,0.02476
-0.04972,517.18408,1346.70819,9.00E-04,2681.27143,-0.09917,0.02476
-0.04907,527.14584,1344.31089,0.001,2681.14753,-0.09908,0.03154
-0.04842,542.84228,1341.57405,0.0011,2681.02381,-0.09899,0.03154
-0.04777,546.52079,1331.4829,0.0012,2680.90026,-0.0989,0.03154
-0.04712,561.96633,1343.35227,0.0013,2680.77688,-0.0988,0.03832
-0.04647,573.91808,1337.73175,0.0014,2680.65367,-0.09871,0.02476
-0.04582,571.46895,1340.41329,0.0015,2680.53063,-0.09862,0.02476
-0.04517,596.15586,1336.44925,0.0016,2680.40776,-0.09852,0.02476
-0.04452,590.99101,1347.87135,0.0017,2680.28506,-0.09843,0.03154
-0.04388,593.44266,1337.17329,0.0018,2680.16254,-0.09834,0.03154
-0.04323,614.90323,1336.24097,0.0019,2680.04018,-0.09825,0.03154
-0.04258,622.25407,1335.7149,0.002,2679.91799,-0.09815,0.02476
-0.04193,626.07448,1341.49455,0.0021,2679.79597,-0.09806,0.02476
-0.04128,616.59916,1336.77346,0.0022,2679.67411,-0.09797,0.01798
-0.04063,637.17366,1342.43346,0.0023,2679.55243,-0.09788,0.02476
-0.03998,635.46274,1339.09587,0.0024,2679.43092,-0.09778,0.0112
-0.03933,632.25546,1339.55268,0.0025,2679.30957,-0.09769,0.03832
-0.03868,643.40243,1342.65579,0.0026,2679.1884,-0.0976,0.03832
-0.03803,657.92241,1343.59112,0.0027,2679.06739,-0.0975,0.01798
-0.03738,666.51191,1342.54243,0.0028,2678.94655,-0.09741,0.02476
-0.03673,665.94064,1336.78393,0.0029,2678.82589,-0.09732,0.05189
-0.03608,669.83132,1344.03553,0.003,2678.70539,-0.09723,0.03832
-0.03543,663.97966,1337.34793,0.0031,2678.58505,-0.09713,0.03832
-0.03478,663.00676,1329.92569,0.0032,2678.46489,-0.09704,0.03832
-0.03413,674.04493,1332.20966,0.0033,2678.3449,-0.09695,0.01798
-0.03348,674.15702,1334.14489,0.0034,2678.22508,-0.09685,0.03832
-0.03283,681.36803,1335.24066,0.0035,2678.10542,-0.09676,0.03832
-0.03218,678.581,1332.4142,0.0036,2677.98594,-0.09667,0.03154
-0.03153,685.62625,1330.35861,0.0037,2677.86662,-0.09658,0.04511
-0.03088,692.1692,1328.09375,0.0038,2677.74747,-0.09648,0.01798
-0.03023,690.79178,1330.55332,0.0039,2677.6285,-0.09639,0.03832
-0.02958,701.84943,1337.9681,0.004,2677.50969,-0.0963,0.03154
-0.02893,701.58522,1333.3091,0.0041,2677.39105,-0.0962,0.02476
-0.02828,697.4072,1336.98652,0.0042,2677.27258,-0.09611,0.03154
-0.02764,706.62169,1333.64687,0.0043,2677.15429,-0.09602,0.03154
-0.02699,721.63608,1333.09872,0.0044,2677.03616,-0.09593,0.03154
-0.02634,713.43946,1333.1506,0.0045,2676.9182,-0.09583,0.02476
-0.02569,710.52036,1328.8791,0.0046,2676.80041,-0.09574,0.03154
-0.02504,721.98098,1329.30656,0.0047,2676.6828,-0.09565,0.03154
-0.02439,720.6772,1332.99128,0.0048,2676.56535,-0.09556,0.04511
-0.02374,728.36974,1330.96294,0.0049,2676.44807,-0.09546,0.05189
-0.02309,718.64102,1338.45382,0.005,2676.33097,-0.09537,0.01798
-0.02244,731.79332,1340.36728,0.0051,2676.21403,-0.09528,0.05189
-0.02179,739.66385,1340.58899,0.0052,2676.09727,-0.09518,0.03154
-0.02114,737.41854,1336.91399,0.0053,2675.98068,-0.09509,0.03832
-0.02049,738.26517,1338.21249,0.0054,2675.86425,-0.095,0.01798
-0.01984,739.03332,1333.73542,0.0055,2675.748,-0.09491,0.04511
-0.01919,743.26924,1336.9765,0.0056,2675.63192,-0.09481,0.03154
-0.01854,742.61805,1337.28617,0.0057,2675.51601,-0.09472,0.03832
-0.01789,745.24509,1340.89291,0.0058,2675.40028,-0.09463,0.04511
-0.01724,751.66699,1333.56712,0.0059,2675.28471,-0.09453,0.03832
-0.01659,754.87953,1332.33421,0.006,2675.16932,-0.09444,0.02476
-0.01594,759.98456,1341.079,0.0061,2675.0541,-0.09435,0.03154
-0.01529,750.04263,1331.11544,0.0062,2674.93904,-0.09426,0.02476
-0.01464,763.76694,1333.51639,0.0063,2674.82417,-0.09416,0.03832
-0.01399,757.34154,1337.276,0.0064,2674.70946,-0.09407,0.03154
-0.01334,764.36962,1330.74414,0.0065,2674.59492,-0.09398,0.04511
-0.01269,763.57336,1332.7794,0.0066,2674.48056,-0.09388,0.03832
-0.01204,765.22692,1336.22899,0.0067,2674.36637,-0.09379,0.05867
-0.0114,764.46589,1339.76074,0.0068,2674.25235,-0.0937,0.05867
-0.01075,775.90424,1336.77032,0.0069,2674.13851,-0.09361,0.03154
-0.0101,775.1996,1338.27614,0.007,2674.02483,-0.09351,0.0112
-0.00945,768.04957,1335.26526,0.0071,2673.91133,-0.09342,0.05189
-0.0088,775.23958,1331.88064,0.0072,2673.79801,-0.09333,0.03832
-0.00815,779.82834,1336.85362,0.0073,2673.68485,-0.09324,0.03154
-0.0075,778.14425,1337.74172,0.0074,2673.57187,-0.09314,0.03154
-0.00685,780.5953,1337.48316,0.0075,2673.45906,-0.09305,0.03154
-0.0062,772.14284,1328.77422,0.0076,2673.34642,-0.09296,0.03154
-0.00555,785.9153,1332.51646,0.0077,2673.23395,-0.09286,0.03832
-0.0049,783.15017,1340.06465,0.0078,2673.12166,-0.09277,0.03832
-0.00425,788.42426,1347.91389,0.0079,2673.00954,-0.09268,0.05189
-0.0036,787.79074,1371.77116,0.008,2672.8976,-0.09259,0.04511
-0.00295,789.40574,1430.1464,0.0081,2672.78582,-0.09249,0.05867
-0.0023,780.45075,1811.59652,0.0082,2672.67422,-0.0924,0.03154
-0.00165,804.19766,1968.01438,0.0083,2672.56279,-0.09231,0.07901
-0.001,683.9403,2367.11601,0.0084,2672.45154,-0.09221,0.03154
-3.52E-04,695.6872,2619.98531,0.0085,2672.34046,-0.09212,0.03832
2.98E-04,695.90249,2604.24028,0.0086,2672.22955,-0.09203,0.05867
9.47E-04,960.19873,2627.59032,0.0087,2672.11882,-0.09194,0.02476
0.0016,1249.1104,2588.81688,0.0088,2672.00825,-0.09184,0.05867
0.00225,1259.57438,2577.83489,0.0089,2671.89787,-0.09175,0.04511
0.0029,1148.20493,2599.77624,0.009,2671.78765,-0.09166,0.03832
0.00355,1149.88918,2602.37813,0.0091,2671.67761,-0.09156,0.05867
0.0042,1123.01541,2615.76124,0.0092,2671.56774,-0.09147,0.03832
0.00484,1081.24752,2615.06508,0.0093,2671.45805,-0.09138,0.03832
0.00549,1090.59921,2601.00778,0.0094,2671.34852,-0.09129,0.03154
0.00614,1135.67945,2595.91287,0.0095,2671.23917,-0.09119,0.03154
0.00679,1159.27934,2594.38249,0.0096,2671.13,-0.0911,0.03832
0.00744,1197.56449,2588.7452,0.0097,2671.021,-0.09101,0.05189
0.00809,1229.34546,2618.74848,0.0098,2670.91217,-0.09092,0.02476
0.00874,1261.28623,2598.72155,0.0099,2670.80351,-0.09082,0.03154
0.00939,1293.721,2623.38521,0.01,2670.69503,-0.09073,0.06545
0.01004,1327.46878,2626.33046,0.0101,2670.58672,-0.09064,0.03154
0.01069,1340.46245,2619.53211,0.0102,2670.47858,-0.09054,0.02476
0.01134,1365.10054,2606.20729,0.0103,2670.37062,-0.09045,0.04511
0.01199,1385.06856,2625.01389,0.0104,2670.26283,-0.09036,0.05189
0.01264,1412.67439,2641.09448,0.0105,2670.15521,-0.09027,0.03154
0.01329,1434.74391,2593.23938,0.0106,2670.04776,-0.09017,0.03154
0.01394,1457.68792,2604.05483,0.0107,2669.94049,-0.09008,0.02476
0.01459,1482.57223,2656.59749,0.0108,2669.83339,-0.08999,0.03154
0.01524,1496.40524,2640.46787,0.0109,2669.72647,-0.08989,0.02476
0.01589,1519.17972,2643.91386,0.011,2669.61971,-0.0898,0.03154
0.01654,1529.17792,2614.08159,0.0111,2669.51313,-0.08971,0.03832
0.01719,1553.30737,2649.90659,0.0112,2669.40673,-0.08962,0.05867
0.01784,1575.68626,2663.46058,0.0113,2669.30049,-0.08952,0.07223
0.01849,1580.79549,2638.67104,0.0114,2669.19443,-0.08943,0.03154
0.01914,1606.10292,2634.20756,0.0115,2669.08854,-0.08934,0.05189
0.01979,1606.27763,2629.757,0.0116,2668.98282,-0.08924,0.06545
0.02044,1620.92062,2623.78671,0.0117,2668.87727,-0.08915,0.05189
0.02108,1651.99688,2652.12169,0.0118,2668.7719,-0.08906,0.04511
0.02173,1655.101,2597.56788,0.0119,2668.6667,-0.08897,0.03832
0.02238,1669.34017,2605.57869,0.012,2668.56167,-0.08887,0.03832
0.02303,1689.81311,2644.43287,0.0121,2668.45682,-0.08878,0.03154
0.02368,1689.14491,2617.83004,0.0122,2668.35213,-0.08869,0.01798
0.02433,1700.54171,2589.48831,0.0123,2668.24762,-0.0886,0.02476
0.02498,1710.09934,2599.2487,0.0124,2668.14328,-0.0885,0.03154
0.02563,1722.71713,2591.95359,0.0125,2668.03911,-0.08841,0.04511
0.02628,1747.11429,2636.14479,0.0126,2667.93511,-0.08832,0.03154
0.02693,1750.68048,2622.10717,0.0127,2667.83129,-0.08822,0.03832
0.02758,1763.75254,2593.55032,0.0128,2667.72763,-0.08813,0.03832
0.02823,1783.36578,2618.53905,0.0129,2667.62415,-0.08804,0.04511
0.02888,1785.7475,2635.00782,0.013,2667.52084,-0.08795,0.03832
0.02953,1786.68431,2620.49026,0.0131,2667.4177,-0.08785,0.03832
0.03018,1791.06358,2645.46073,0.0132,2667.31473,-0.08776,0.0112
0.03083,1802.70268,2634.76914,0.0133,2667.21193,-0.08767,0.04511
0.03148,1810.77272,2628.53453,0.0134,2667.1093,-0.08757,0.03832
0.03213,1815.25445,2614.35819,0.0135,2667.00684,-0.08748,0.03154
0.03278,1830.70004,2642.17641,0.0136,2666.90455,-0.08739,0.01798
0.03343,1844.93883,2619.80493,0.0137,2666.80244,-0.0873,0.02476
0.03408,1851.88116,2645.24301,0.0138,2666.70049,-0.0872,0.03154
0.03473,1861.84994,2650.9404,0.0139,2666.59871,-0.08711,0.03832
0.03538,1873.59087,2654.40737,0.014,2666.49711,-0.08702,0.04511
0.03603,1882.02839,2654.09919,0.0141,2666.39567,-0.08692,0.03154
0.03668,1892.74389,2667.56295,0.0142,2666.2944,-0.08683,0.01798
0.03732,1883.52479,2633.21701,0.0143,2666.1933,-0.08674,0.01798
0.03797,1901.04757,2651.3843,0.0144,2666.09238,-0.08665,0.03832
0.03862,1910.10364,2625.73551,0.0145,2665.99162,-0.08655,0.05189
0.03927,1902.63859,2634.19674,0.0146,2665.89103,-0.08646,0.03832
0.03992,1905.22743,2613.39396,0.0147,2665.79061,-0.08637,0.02476
0.04057,1917.39866,2646.03761,0.0148,2665.69035,-0.08628,0.03832
0.04122,1933.47169,2647.67336,0.0149,2665.59027,-0.08618,0.06545
0.04187,1944.84703,2644.5862,0.015,2665.49036,-0.08609,0.03154
0.04252,1950.95078,2636.62511,0.0151,2665.39061,-0.086,0.03832
0.04317,1948.31281,2648.31313,0.0152,2665.29103,-0.0859,0.02476
0.04382,1941.05728,2631.51057,0.0153,2665.19162,-0.08581,0.04511
0.04447,1962.10377,2677.10598,0.0154,2665.09238,-0.08572,0.0112
0.04512,1959.94305,2629.52821,0.0155,2664.9933,-0.08563,0.03832
0.04577,1955.08672,2620.49754,0.0156,2664.89439,-0.08553,0.03832
0.04642,1977.94654,2643.10384,0.0157,2664.79565,-0.08544,0.05189
0.04707,1988.54335,2653.46181,0.0158,2664.69708,-0.08535,0.05867
0.04772,1987.20913,2640.33736,0.0159,2664.59867,-0.08525,0.06545
0.04837,2003.07326,2647.77747,0.016,2651.2232,-0.08516,0.03832
0.04902,2007.20042,2646.63191,0.0161,2652.03474,-0.08507,0.02476
0.04967,1983.37868,2628.76092,0.0162,2651.94125,-0.08498,0.02476
0.05032,2011.4197,2661.60233,0.0163,2653.02327,-0.08488,0.03154
0.05097,2027.34828,2631.36619,0.0164,2652.92968,-0.08479,0.02476
0.05162,2022.01089,2672.3395,0.0165,2653.73973,-0.0847,0.03154
0.05227,2020.66471,2651.27316,0.0166,2653.64613,-0.0846,0.05189
0.05292,2049.51777,2673.04728,0.0167,2654.36526,-0.08451,0.03154
0.05356,2040.05175,2648.99676,0.0168,2654.27168,-0.08442,0.04511
0.05421,2044.14098,2638.72847,0.0169,2655.17073,-0.08433,0.05189
0.05486,2048.2575,2660.95161,0.017,2655.07711,-0.08423,0.03154
0.05551,2048.46783,2648.1026,0.0171,2655.88531,-0.08414,0.04511
0.05616,2044.08256,2620.70391,0.0172,2657.14315,-0.08405,0.03154
0.05681,2061.25176,2675.43113,0.0173,2657.04922,-0.08396,0.05189
0.05746,2048.23436,2628.30743,0.0174,2657.94562,-0.08386,0.0112
0.05811,2065.1461,2678.4353,0.0175,2657.85165,-0.08377,0.03154
0.05876,2056.80875,2634.56413,0.0176,2659.01707,-0.08368,0.03832
0.05941,2075.10484,2653.01615,0.0177,2658.92298,-0.08358,0.03154
0.06006,2066.73263,2619.70188,0.0178,2659.90749,-0.08349,0.05189
0.06071,2076.68298,2642.81194,0.0179,2659.81334,-0.0834,0.03154
0.06136,2094.06075,2647.69923,0.018,2660.97645,-0.08331,0.03832
0.06201,2082.61827,2605.71282,0.0181,2660.88217,-0.08321,0.05867
0.06266,2075.23898,2604.8977,0.0182,2661.14698,-0.08312,0.01798
0.06331,2082.59327,2599.73803,0.0183,2661.0529,-0.08303,0.05189
0.06396,2105.68758,2626.6519,0.0184,2662.21453,-0.08293,0.01798
0.06461,2092.93621,2626.80028,0.0185,2663.37484,-0.08284,0.05189
0.06526,2094.16954,2630.31343,0.0186,2663.28035,-0.08275,0.00442
0.06591,2107.12203,2633.61267,0.0187,2664.26034,-0.08266,0.05189
0.06656,2102.88374,2637.17528,0.0188,2664.16579,-0.08256,0.01798
0.06721,2111.81281,2644.743,0.0189,2665.0555,-0.08247,0.04511
0.06786,2121.05906,2625.20899,0.019,2664.96093,-0.08238,0.03154
0.06851,2104.5148,2600.66816,0.0191,2665.8499,-0.08228,0.03154
0.06916,2119.54722,2675.72755,0.0192,2665.7553,-0.08219,0.03154
0.0698,2123.96019,2648.60953,0.0193,2666.55419,-0.0821,0.03154
0.07045,2128.20854,2649.00283,0.0194,2666.45961,-0.08201,0.04511
0.0711,2128.30254,2629.92826,0.0195,2667.1687,-0.08191,0.03832
0.07175,2135.91344,2639.49873,0.0196,2667.07416,-0.08182,0.03154
0.0724,2137.44941,2633.17938,0.0197,2668.22878,-0.08173,0.05189
0.07305,2152.43756,2644.9878,0.0198,2669.02565,-0.08164,0.02476
0.0737,2135.76945,2631.08084,0.0199,2668.93084,-0.08154,0.01798
0.07435,2140.41692,2648.09272,0.02,2669.81614,-0.08145,0.04511
0.075,2151.25312,2597.30493,0.0201,2669.72131,-0.08136,0.05189
0.07565,2164.66083,2636.28153,0.0202,2670.4279,-0.08126,0.02476
0.0763,2161.5327,2618.08896,0.0203,2670.33312,-0.08117,0.03154
0.07695,2151.39811,2614.50215,0.0204,2671.12825,-0.08108,0.04511
0.0776,2175.82072,2631.58557,0.0205,2671.03348,-0.08099,0.07901
0.07825,2158.1686,2606.8756,0.0206,2671.65026,-0.08089,0.03154
0.0789,2167.72952,2615.09905,0.0207,2671.55558,-0.0808,0.05189
0.07955,2177.67905,2624.90733,0.0208,2671.81654,-0.08071,0.03154
0.0802,2161.33972,2603.80203,0.0209,2671.72206,-0.08061,0.03154
0.08085,2177.02412,2644.14935,0.021,2672.24964,-0.08052,0.02476
0.0815,2178.79633,2626.43336,0.0211,2672.95452,-0.08043,0.03154
0.08215,2179.48942,2643.37208,0.0212,2672.86004,-0.08034,0.03832
0.0828,2185.00699,2629.0525,0.0213,2673.47572,-0.08024,0.03832
0.08345,2175.05347,2607.72774,0.0214,2673.38132,-0.08015,0.03832
0.0841,2205.2349,2624.74812,0.0215,2674.17403,-0.08006,0.03154
0.08475,2196.74999,2651.19166,0.0216,2674.07964,-0.07996,0.03154
0.0854,2198.59231,2635.08548,0.0217,2675.04898,-0.07987,0.03154
0.08604,2179.41398,2636.55525,0.0218,2674.95455,-0.07978,0.03154
0.08669,2196.12951,2638.38075,0.0219,2675.4803,-0.07969,0.05189
0.08734,2203.80902,2621.20951,0.022,2675.38598,-0.07959,0.02476
0.08799,2215.09622,2647.34898,0.0221,2676.08854,-0.0795,0.02476
0.08864,2194.83994,2617.12771,0.0222,2675.99428,-0.07941,0.04511
0.08929,2200.23256,2613.17603,0.0223,2676.78489,-0.07932,0.02476
0.08994,2192.67202,2613.6742,0.0224,2677.39795,-0.07922,0.03154
0.09059,2206.46735,2605.24183,0.0225,2677.30363,-0.07913,0.02476
0.09124,2224.55255,2621.94177,0.0226,2677.91649,-0.07904,0.05189
0.09189,2225.89687,2613.6621,0.0227,2677.82225,-0.07894,0.03154
0.09254,2227.91954,2618.0709,0.0228,2678.52314,-0.07885,0.03154
0.09319,2224.16588,2645.41193,0.0229,2678.42896,-0.07876,0.02476
0.09384,2223.37953,2635.69142,0.023,2678.59973,-0.07867,0.03154
0.09449,2235.76988,2622.4043,0.0231,2678.5058,-0.07857,0.02476
0.09514,2213.06629,2592.10903,0.0232,2678.76503,-0.07848,0.03154
0.09579,2223.04941,2600.53666,0.0233,2678.67131,-0.07839,0.03154
0.09644,2238.94006,2597.32716,0.0234,2679.01879,-0.07829,0.03154
0.09709,2230.0735,2608.5272,0.0235,2678.92525,-0.0782,0.03154
0.09774,2228.03856,2604.83885,0.0236,2679.18462,-0.07811,0.03154
0.09839,2249.54463,2611.28527,0.0237,2679.44394,-0.07802,0.02476
0.09904,2240.56689,2585.92596,0.0238,2679.35066,-0.07792,0.03154
0.09969,2247.59895,2596.19927,0.0239,2679.69824,-0.07783,0.03832
0.10034,2238.29217,2594.84217,0.024,2679.60514,-0.07774,0.01798
0.10099,2259.73724,2621.27152,0.0241,2679.77646,-0.07764,0.03154
0.10164,2246.7821,2613.07682,0.0242,2679.68361,-0.07755,0.03832
0.10228,2238.59598,2567.78495,0.0243,2679.59092,-0.07746,0.01798
0.10293,2271.80336,2627.5689,0.0244,2679.4984,-0.07737,0.0112
0.10358,2252.63857,2610.00241,0.0245,2679.40605,-0.07727,0.03832
0.10423,2280.67189,2635.0301,0.0246,2679.31387,-0.07718,0.02476
0.10488,2274.96462,2648.82938,0.0247,2679.30987,-0.07709,0.03154
0.10553,2239.98486,2586.9094,0.0248,2679.21799,-0.077,0.03832
0.10618,2276.01427,2630.66842,0.0249,2678.95017,-0.0769,0.03832
0.10683,2282.34393,2637.09464,0.025,2678.77067,-0.07681,0.04511
0.10748,2260.97756,2613.71949,0.0251,2678.67939,-0.07672,0.03154
0.10813,2273.62121,2598.57146,0.0252,2678.23603,-0.07662,0.03154
0.10878,2263.75391,2609.72735,0.0253,2678.1452,-0.07653,0.02476
0.10943,2285.30978,2629.49474,0.0254,2677.96642,-0.07644,0.03154
0.11008,2263.38372,2573.04412,0.0255,2677.87595,-0.07635,0.03154
0.11073,2272.1138,2589.80595,0.0256,2677.60952,-0.07625,0.03832
0.11138,2307.89641,2654.14773,0.0257,2677.51943,-0.07616,0.02476
0.11203,2282.72093,2622.26496,0.0258,2677.42951,-0.07607,0.05189
0.11268,2299.36841,2620.80394,0.0259,2677.33975,-0.07597,0.03154
0.11333,2281.55466,2600.72271,0.026,2676.98595,-0.07588,0.03832
0.11398,2309.80376,2621.90984,0.0261,2676.89661,-0.07579,0.04511
0.11463,2275.31697,2561.52796,0.0262,2676.80742,-0.0757,0.0112
0.11528,2289.02353,2617.52167,0.0263,2675.5733,-0.0756,0.03832
0.11593,2291.84787,2602.15265,0.0264,2675.48483,-0.07551,0.04511
0.11658,2286.76181,2602.74797,0.0265,2674.77969,-0.07542,0.03154
0.11723,2288.08095,2587.76827,0.0266,2674.69174,-0.07532,0.03154
0.11788,2291.75581,2597.80236,0.0267,2673.98696,-0.07523,0.02476
0.11852,2298.56559,2590.51538,0.0268,2673.89954,-0.07514,0.03832
0.11917,2297.64914,2579.51303,0.0269,2673.37145,-0.07505,0.03154
0.11982,2315.13379,2650.23045,0.027,2673.2845,-0.07495,0.03154
0.12047,2307.51723,2601.56897,0.0271,2672.7568,-0.07486,0.03154
0.12112,2308.25348,2600.03414,0.0272,2672.6703,-0.07477,0.05867
0.12177,2285.99404,2572.6784,0.0273,2672.23122,-0.07468,0.05189
0.12242,2312.88743,2647.03595,0.0274,2672.14515,-0.07458,0.03154
0.12307,2309.97832,2603.5913,0.0275,2671.52996,-0.07449,0.03832
0.12372,2317.91086,2606.09885,0.0276,2671.0915,-0.0744,0.03154
0.12437,2308.69666,2587.83654,0.0277,2671.00618,-0.0743,0.0112
0.12502,2320.49467,2595.9596,0.0278,2670.39163,-0.07421,0.0112
0.12567,2336.17086,2662.56644,0.0279,2670.30679,-0.07412,0.02476
0.12632,2316.61883,2600.94825,0.028,2669.42772,-0.07403,0.01798
0.12697,2338.62773,2632.4291,0.0281,2669.34344,-0.07393,0.03154
0.12762,2339.48173,2631.7407,0.0282,2668.64125,-0.07384,0.03832
0.12827,2318.01459,2614.64233,0.0283,2668.55747,-0.07375,0.03154
0.12892,2337.94284,2606.47174,0.0284,2667.94398,-0.07365,0.02476
0.12957,2334.5416,2625.38657,0.0285,2667.86067,-0.07356,0.0112
0.13022,2347.36741,2647.07716,0.0286,2667.33582,-0.07347,0.03832
0.13087,2330.75574,2629.76459,0.0287,2667.25295,-0.07338,0.04511
0.13152,2329.2747,2619.3135,0.0288,2666.64015,-0.07328,0.03154
0.13217,2351.56996,2636.64615,0.0289,2666.02752,-0.07319,0.03154
0.13282,2324.61249,2621.15516,0.029,2665.94543,-0.0731,0.03154
0.13347,2343.98274,2612.38212,0.0291,2665.50993,-0.073,0.04511
0.13412,2362.46735,2641.63541,0.0292,2665.42824,-0.07291,0.03154
0.13476,2360.08406,2619.24373,0.0293,2664.90466,-0.07282,0.02476
0.13541,2325.88541,2586.20135,0.0294,2664.82339,-0.07273,0.05189
0.13606,2350.18151,2617.87809,0.0295,2664.0348,-0.07263,0.03154
0.13671,2336.70196,2616.21696,0.0296,2663.95405,-0.07254,0.03154
0.13736,2363.61465,2605.77924,0.0297,2663.16573,-0.07245,0.02476
0.13801,2359.009,2614.3798,0.0298,2663.08548,-0.07236,0.03154
0.13866,2353.2134,2608.20288,0.0299,2662.74001,-0.07226,0.03832
0.13931,2347.88964,2604.99538,0.03,2662.66012,-0.07217,0.03154
0.13996,2342.77151,2617.04298,0.0301,2661.96093,-0.07208,0.01798
0.14061,2362.09024,2600.81773,0.0302,2661.17328,-0.07198,0.02476
0.14126,2355.79175,2612.55634,0.0303,2661.09422,-0.07189,0.0112
0.14191,2374.24778,2640.34467,0.0304,2660.66115,-0.0718,0.05867
0.14256,2356.08988,2598.81138,0.0305,2660.58248,-0.07171,0.03154
0.14321,2368.60849,2617.25308,0.0306,2660.14975,-0.07161,0.03832
0.14386,2362.48198,2601.86556,0.0307,2660.07146,-0.07152,0.01798
0.14451,2354.33095,2597.98214,0.0308,2659.28465,-0.07143,0.04511
0.14516,2362.42561,2617.03357,0.0309,2659.20685,-0.07133,0.04511
0.14581,2386.13696,2644.6823,0.031,2658.5976,-0.07124,0.04511
0.14646,2386.70779,2603.84771,0.0311,2658.52024,-0.07115,0.03154
0.14711,2344.00618,2598.29389,0.0312,2658.26579,-0.07106,0.03154
0.14776,2389.67241,2632.62186,0.0313,2658.18874,-0.07096,0.03154
0.14841,2370.16593,2611.14342,0.0314,2657.75727,-0.07087,0.01798
0.14906,2391.41729,2619.74747,0.0315,2657.14879,-0.07078,0.01798
0.14971,2395.82188,2622.98817,0.0316,2657.07241,-0.07068,0.02476
0.15036,2404.3728,2641.69907,0.0317,2656.19813,-0.07059,0.01798
0.151,2378.14721,2621.60779,0.0318,2656.12226,-0.0705,0.02476
0.15165,2400.42756,2645.5506,0.0319,2655.51426,-0.07041,0.04511
0.1523,2398.58701,2629.82329,0.032,2655.4388,-0.07031,0.03154
0.15295,2385.39684,2600.31495,0.0321,2655.0974,-0.07022,0.03154
0.1536,2404.17023,2608.40595,0.0322,2655.02228,-0.07013,0.02476
0.15425,2390.48276,2611.21626,0.0323,2654.41496,-0.07004,0.04511
0.1549,2393.04203,2592.87686,0.0324,2654.34025,-0.06994,0.01798
0.15555,2396.47806,2610.05031,0.0325,2653.91072,-0.06985,0.03832
0.1562,2402.501,2604.2378,0.0326,2653.83637,-0.06976,0.02476
0.15685,2393.75421,2621.77477,0.0327,2653.40715,-0.06966,0.02476
0.1575,2401.50438,2650.22235,0.0328,2653.42196,-0.06957,0.02476
0.15815,2405.74824,2610.06314,0.0329,2653.34807,-0.06948,0.04511
0.1588,2383.00673,2596.3039,0.033,2652.91929,-0.06939,0.02476
0.15945,2391.38156,2579.59234,0.0331,2652.84575,-0.06929,0.03154
0.1601,2384.6731,2577.35322,0.0332,2652.5061,-0.0692,0.03832
0.16075,2408.25375,2612.18692,0.0333,2652.43288,-0.06911,0.03154
0.1614,2393.85628,2587.19475,0.0334,2652.00471,-0.06901,0.03154
0.16205,2408.24555,2627.50506,0.0335,2651.93185,-0.06892,0.03154
0.1627,2403.23568,2612.99095,0.0336,2651.50397,-0.06883,0.03154
0.16335,2421.75107,2619.95081,0.0337,2651.43146,-0.06874,0.0112
0.164,2419.60716,2639.23506,0.0338,2650.91512,-0.06864,0.05189
0.16465,2411.37396,2599.4482,0.0339,2650.84299,-0.06855,0.03832
0.1653,2419.21793,2627.15151,0.034,2650.41562,-0.06846,0.0112
0.16595,2401.32448,2603.55651,0.0341,2649.63303,-0.06836,0.04511
0.1666,2400.50211,2597.26554,0.0342,2649.56156,-0.06827,0.03154
0.16724,2399.83332,2601.88319,0.0343,2649.57901,-0.06818,0.05189
0.16789,2420.17366,2605.45047,0.0344,2649.50775,-0.06809,0.02476
0.16854,2413.58317,2590.16274,0.0345,2648.90349,-0.06799,0.03154
0.16919,2402.60453,2583.96928,0.0346,2648.83263,-0.0679,0.05189
0.16984,2413.2368,2583.55414,0.0347,2648.49523,-0.06781,0.0112
0.17049,2411.68954,2576.16221,0.0348,2648.42467,-0.06772,0.04511
0.17114,2430.19143,2632.86022,0.0349,2647.90979,-0.06762,0.03832
0.17179,2414.27886,2591.80106,0.035,2647.83959,-0.06753,0.03154
0.17244,2423.14232,2601.53193,0.0351,2647.41393,-0.06744,0.04511
0.17309,2410.96396,2607.09669,0.0352,2647.34407,-0.06734,0.03154
0.17374,2416.12485,2584.23579,0.0353,2646.9186,-0.06725,0.02476
0.17439,2427.28221,2624.75167,0.0354,2646.93803,-0.06716,0.01798
0.17504,2431.4302,2586.29292,0.0355,2646.86859,-0.06707,0.05189
0.17569,2442.1933,2610.54213,0.0356,2646.79927,-0.06697,0.0112
0.17634,2419.8142,2568.27847,0.0357,2646.73006,-0.06688,0.04511
