Time ms,Tvib mean K,Trot mean K,Time ms,Ttr cal isentropic K,Time ms,Pressure bar
-0.02251,689.92518,1201.4475,0.0059,2351.87339,-0.00461,0.36895
-0.02186,693.33823,1200.28167,0.006,2351.85536,-0.00452,0.3893
-0.02121,692.10829,1200.33477,0.0061,2351.83735,-0.00443,0.37573
-0.02056,694.74169,1197.62536,0.0062,2351.81937,-0.00433,0.36217
-0.01991,697.44022,1199.77681,0.0063,2351.80142,-0.00424,0.37573
-0.01926,699.67678,1199.92685,0.0064,2351.78349,-0.00415,0.39608
-0.01861,708.22613,1204.83051,0.0065,2351.76559,-0.00405,0.37573
-0.01796,693.91999,1202.23476,0.0066,2351.74772,-0.00396,0.36217
-0.01731,711.75735,1202.9242,0.0067,2351.72987,-0.00387,0.3893
-0.01666,699.90409,1199.71305,0.0068,2351.71205,-0.00378,0.36895
-0.01601,698.73488,1202.31395,0.0069,2351.69426,-0.00368,0.37573
-0.01536,723.72725,1197.98731,0.007,2351.67649,-0.00359,0.36217
-0.01471,714.08168,1199.35754,0.0071,2351.65874,-0.0035,0.36217
-0.01406,710.93092,1197.18041,0.0072,2351.64102,-0.0034,0.38252
-0.01342,710.23666,1195.09205,0.0073,2351.62333,-0.00331,0.36895
-0.01277,718.83214,1194.72157,0.0074,2351.60567,-0.00322,0.36895
-0.01212,716.3655,1195.67422,0.0075,2351.58803,-0.00313,0.3893
-0.01147,721.40834,1195.43811,0.0076,2351.57041,-0.00303,0.39608
-0.01082,717.31579,1199.23173,0.0077,2351.55282,-0.00294,0.36217
-0.01017,723.99281,1193.77273,0.0078,2351.53526,-0.00285,0.40286
-0.00952,729.31901,1191.66537,0.0079,2351.51772,-0.00276,0.37573
-0.00887,722.20398,1199.0118,0.008,2351.50021,-0.00266,0.39608
-0.00822,734.40274,1200.83709,0.0081,2351.48272,-0.00257,0.41642
-0.00757,727.61142,1200.51077,0.0082,2351.46526,-0.00248,0.40286
-0.00692,730.45422,1199.97328,0.0083,2351.44783,-0.00238,0.42321
-0.00627,730.0521,1212.63745,0.0084,2351.43042,-0.00229,0.42321
-0.00562,738.91938,1231.6654,0.0085,2351.41303,-0.0022,0.40286
-0.00497,735.22781,1235.61816,0.0086,2351.39568,-0.00211,0.44355
-0.00432,737.56027,1656.42029,0.0087,2351.37834,-0.00201,0.45711
-0.00367,714.74462,1887.94654,0.0088,2351.36103,-0.00192,0.45033
-0.00302,658.21343,1891.97598,0.0089,2351.34375,-0.00183,0.47068
-0.00237,654.53531,2297.92625,0.009,2351.32649,-0.00173,0.4639
-0.00172,761.95491,2334.26796,0.0091,2351.30926,-0.00164,0.47746
-0.00107,870.15052,2369.25582,0.0092,2351.29205,-0.00155,0.49102
-4.23E-04,1185.20165,2359.40687,0.0093,2351.27487,-0.00146,0.48424
2.26E-04,1393.49962,2352.3805,0.0094,2351.25772,-0.00136,0.52493
8.76E-04,1211.43262,2349.03923,0.0095,2351.24058,-0.00127,0.52493
0.00153,1097.94749,2341.65845,0.0096,2351.22348,-0.00118,0.51137
0.00218,1061.47097,2346.41154,0.0097,2351.2064,-0.00108,0.53171
0.00282,989.80132,2353.93602,0.0098,2351.18934,-9.92E-04,0.51815
0.00347,934.82199,2338.48345,0.0099,2351.17231,-8.99E-04,0.54528
0.00412,927.9798,2318.14438,0.01,2351.1553,-8.06E-04,0.5724
0.00477,970.86543,2324.72201,0.0101,2351.13832,-7.14E-04,0.55206
0.00542,994.76236,2352.4993,0.0102,2351.12137,-6.21E-04,0.5724
0.00607,1023.39051,2351.37792,0.0103,2351.10443,-5.28E-04,0.5724
0.00672,1031.0284,2337.43695,0.0104,2351.08753,-4.35E-04,0.59953
0.00737,1063.2346,2331.1975,0.0105,2351.07065,-3.42E-04,0.61987
0.00802,1077.11638,2327.60533,0.0106,2351.05379,-2.50E-04,0.60631
0.00867,1097.41483,2340.10542,0.0107,2351.03696,-1.57E-04,0.60631
0.00932,1114.28642,2336.2124,0.0108,2351.02015,-6.40E-05,0.62666
0.00997,1132.93835,2351.43231,0.0109,2351.00336,2.88E-05,0.647
0.01062,1144.18585,2326.2445,0.011,2350.98661,1.22E-04,0.647
0.01127,1156.1571,2339.27736,0.0111,2350.96987,2.14E-04,0.66735
0.01192,1179.52869,2342.98172,0.0112,2350.95316,3.07E-04,0.68091
0.01257,1198.17553,2342.68392,0.0113,2350.93648,4.00E-04,0.68769
0.01322,1221.42465,2342.44234,0.0114,2350.91982,4.93E-04,0.69447
0.01387,1231.43575,2363.44427,0.0115,2350.90318,5.86E-04,0.71482
0.01452,1243.67836,2355.84139,0.0116,2350.88657,6.78E-04,0.7216
0.01517,1254.50826,2351.28831,0.0117,2350.86998,7.71E-04,0.71482
0.01582,1270.34563,2338.60789,0.0118,2350.85342,8.64E-04,0.74873
0.01647,1290.52903,2359.18268,0.0119,2350.83688,9.57E-04,0.76907
0.01712,1300.87362,2350.81029,0.012,2350.82037,0.00105,0.78942
0.01777,1313.99711,2342.73982,0.0121,2350.80388,0.00114,0.78942
0.01842,1335.58167,2355.89321,0.0122,2350.78742,0.00124,0.8301
0.01906,1333.45931,2348.25763,0.0123,2350.77097,0.00133,0.8708
0.01971,1342.53022,2346.35639,0.0124,2350.75456,0.00142,0.86401
0.02036,1364.80053,2357.461,0.0125,2350.73817,0.00151,0.88436
0.02101,1382.87899,2358.02889,0.0126,2350.7218,0.00161,0.91827
0.02166,1382.88031,2344.72236,0.0127,2350.70545,0.0017,0.93183
0.02231,1401.79622,2346.4651,0.0128,2350.68913,0.00179,0.93861
0.02296,1413.6297,2331.5645,0.0129,2350.67284,0.00188,0.96574
0.02361,1427.31866,2347.39884,0.013,2350.65656,0.00198,0.98608
0.02426,1433.04507,2370.58043,0.0131,2350.64032,0.00207,0.98608
0.02491,1431.89446,2335.22303,0.0132,2350.62409,0.00216,1.00643
0.02556,1453.53036,2348.76522,0.0133,2350.60789,0.00226,1.02678
0.02621,1477.39248,2360.6185,0.0134,2350.59172,0.00235,1.04712
0.02686,1473.81313,2338.48353,0.0135,2350.57556,0.00244,1.0539
0.02751,1493.24623,2327.01542,0.0136,2350.55943,0.00253,1.07425
0.02816,1490.29233,2336.2789,0.0137,2350.54333,0.00263,1.08781
0.02881,1506.90953,2346.30587,0.0138,2350.52725,0.00272,1.10815
0.02946,1515.40606,2354.65787,0.0139,2350.51119,0.00281,1.12172
0.03011,1530.59056,2343.00956,0.014,2350.49516,0.00291,1.14206
0.03076,1542.55806,2351.55352,0.0141,2350.47915,0.003,1.16241
0.03141,1550.7857,2351.53304,0.0142,2350.46316,0.00309,1.18276
0.03206,1551.63076,2344.77872,0.0143,2350.4472,0.00318,1.19632
0.03271,1555.41597,2308.85774,0.0144,2350.43126,0.00328,1.22344
0.03336,1570.37372,2328.40409,0.0145,2350.41534,0.00337,1.25057
0.03401,1586.217,2340.891,0.0146,2350.39945,0.00346,1.25057
0.03466,1590.53574,2339.88657,0.0147,2350.38358,0.00356,1.29126
0.0353,1599.74446,2345.52206,0.0148,2350.36774,0.00365,1.29804
0.03595,1610.11843,2331.77593,0.0149,2350.35192,0.00374,1.29126
0.0366,1618.87037,2340.18355,0.015,2350.33612,0.00383,1.34551
0.03725,1605.81011,2305.11356,0.0151,2350.32035,0.00393,1.34551
0.0379,1621.19902,2343.35886,0.0152,2350.30459,0.00402,1.36586
0.03855,1632.18974,2321.13616,0.0153,2350.28887,0.00411,1.37942
0.0392,1653.31926,2350.24262,0.0154,2350.27316,0.0042,1.39977
0.03985,1658.46705,2339.54645,0.0155,2350.25748,0.0043,1.42011
0.0405,1661.56271,2341.74537,0.0156,2350.24182,0.00439,1.4269
0.04115,1675.98619,2349.39793,0.0157,2350.22619,0.00448,1.42011
0.0418,1676.90846,2350.19099,0.0158,2350.21058,0.00458,1.44724
0.04245,1694.9381,2346.00251,0.0159,2350.19499,0.00467,1.47437
0.0431,1696.9203,2345.72354,0.016,2308.32889,0.00476,1.46081
0.04375,1724.53856,2378.12781,0.0161,2309.58281,0.00485,1.48115
0.0444,1710.1279,2360.10178,0.0162,2309.56976,0.00495,1.49471
0.04505,1733.66831,2382.66196,0.0163,2310.68197,0.00504,1.51506
0.0457,1723.49099,2365.86046,0.0164,2310.66888,0.00513,1.52862
0.04635,1711.43605,2354.24222,0.0165,2312.13142,0.00523,1.54897
0.047,1758.10013,2370.77415,0.0166,2312.11829,0.00532,1.55574
0.04765,1750.59149,2367.4065,0.0167,2313.64944,0.00541,1.58288
0.0483,1758.29495,2342.34945,0.0168,2313.63625,0.0055,1.60322
0.04895,1748.25356,2340.55713,0.0169,2315.65628,0.0056,1.59644
0.0496,1777.74535,2350.93006,0.017,2315.64301,0.00569,1.60322
0.05025,1780.3806,2355.19776,0.0171,2317.38032,0.00578,1.61679
0.0509,1774.37494,2355.5286,0.0172,2319.18545,0.00588,1.61679
0.05154,1781.47768,2344.46358,0.0173,2319.17203,0.00597,1.62356
0.05219,1779.15033,2310.2268,0.0174,2320.7654,0.00606,1.60322
0.05284,1796.32117,2342.2359,0.0175,2320.75193,0.00615,1.63035
0.05349,1790.47742,2331.54262,0.0176,2322.4133,0.00625,1.63713
0.05414,1803.53614,2335.95706,0.0177,2322.39976,0.00634,1.63035
0.05479,1815.75957,2347.30456,0.0178,2323.85016,0.00643,1.64391
0.05544,1833.64065,2372.92455,0.0179,2323.83657,0.00652,1.63035
0.05609,1832.5619,2346.24407,0.018,2325.28549,0.00662,1.65069
0.05674,1840.72596,2357.24608,0.0181,2325.27186,0.00671,1.6846
0.05739,1849.73545,2353.58947,0.0182,2326.7193,0.0068,1.67104
0.05804,1841.34919,2354.3398,0.0183,2326.70561,0.0069,1.67104
0.05869,1854.48895,2350.64052,0.0184,2328.15158,0.00699,1.6846
0.05934,1854.47229,2345.64297,0.0185,2329.66544,0.00708,1.69138
0.05999,1862.41724,2349.86911,0.0186,2329.65163,0.00717,1.69138
0.06064,1866.01703,2348.14486,0.0187,2331.16395,0.00727,1.69816
0.06129,1872.61404,2350.95194,0.0188,2331.1501,0.00736,1.69816
0.06194,1871.69454,2343.94304,0.0189,2332.45299,0.00745,1.71851
0.06259,1874.03592,2345.78485,0.019,2332.4391,0.00755,1.73207
0.06324,1894.27943,2359.40682,0.0191,2333.60238,0.00764,1.70494
0.06389,1893.65198,2354.38122,0.0192,2333.58845,0.00773,1.71851
0.06454,1883.41856,2352.34062,0.0193,2334.75078,0.00782,1.72529
0.06519,1895.39747,2363.10629,0.0194,2334.73682,0.00792,1.73885
0.06584,1910.89268,2370.58899,0.0195,2335.69083,0.00801,1.74563
0.06649,1894.52931,2320.05569,0.0196,2335.67685,0.0081,1.73207
0.06714,1914.22456,2347.33692,0.0197,2336.76834,0.0082,1.72529
0.06778,1910.95436,2357.91664,0.0198,2337.92802,0.00829,1.74563
0.06843,1914.28266,2363.85817,0.0199,2337.91397,0.00838,1.74563
0.06908,1923.97601,2363.38184,0.02,2339.0037,0.00847,1.75242
0.06973,1921.30658,2347.41743,0.0201,2338.98962,0.00857,1.75242
0.07038,1932.95297,2334.90992,0.0202,2340.14739,0.00866,1.75919
0.07103,1927.52479,2331.82143,0.0203,2340.13328,0.00875,1.75919
0.07168,1932.82664,2359.952,0.0204,2341.35897,0.00884,1.73885
0.07233,1933.58095,2339.31901,0.0205,2341.34483,0.00894,1.74563
0.07298,1942.77068,2356.43651,0.0206,2342.43189,0.00903,1.75919
0.07363,1958.11695,2341.16534,0.0207,2342.41772,0.00912,1.75919
0.07428,1955.57556,2333.74626,0.0208,2343.29766,0.00922,1.76598
0.07493,1971.16793,2363.73575,0.0209,2343.28348,0.00931,1.74563
0.07558,1953.9644,2337.05374,0.021,2344.23161,0.0094,1.75242
0.07623,1960.87169,2329.13284,0.0211,2345.11039,0.00949,1.75919
0.07688,1966.20719,2349.27497,0.0212,2345.09616,0.00959,1.77276
0.07753,1991.6325,2345.12679,0.0213,2345.90573,0.00968,1.76598
0.07818,1959.26579,2330.80549,0.0214,2345.8915,0.00977,1.77276
0.07883,1969.60233,2345.14333,0.0215,2346.42621,0.00987,1.75242
0.07948,1975.57242,2354.50957,0.0216,2346.41198,0.00996,1.75242
0.08013,1992.59613,2362.62578,0.0217,2346.94649,0.01005,1.76598
0.08078,1981.42204,2359.52859,0.0218,2346.93227,0.01014,1.76598
0.08143,1990.71811,2364.45862,0.0219,2347.74085,0.01024,1.76598
0.08208,2014.46695,2380.02236,0.022,2347.72662,0.01033,1.74563
0.08273,1994.22289,2352.63706,0.0221,2348.46619,0.01042,1.73207
0.08338,2006.12734,2366.28815,0.0222,2348.45195,0.01052,1.75242
0.08402,1989.34792,2336.64477,0.0223,2348.84871,0.01061,1.74563
0.08467,2015.3952,2350.88122,0.0224,2349.0399,0.0107,1.75242
0.08532,2027.72016,2371.94297,0.0225,2349.0257,0.01079,1.74563
0.08597,2008.45363,2353.59813,0.0226,2349.49079,0.01089,1.75919
0.08662,2027.8128,2347.84058,0.0227,2349.4766,0.01098,1.74563
0.08727,2019.98196,2353.87446,0.0228,2349.32552,0.01107,1.77276
0.08792,2020.39363,2340.41548,0.0229,2349.31138,0.01116,1.75242
0.08857,2048.3999,2367.75736,0.023,2349.29725,0.01126,1.78633
0.08922,2039.53577,2362.46388,0.0231,2349.28316,0.01135,1.75242
0.08987,2043.98062,2343.1103,0.0232,2349.67975,0.01144,1.75919
0.09052,2035.72758,2344.63897,0.0233,2349.66567,0.01154,1.75919
0.09117,2049.79418,2349.39063,0.0234,2349.58314,0.01163,1.75919
0.09182,2037.84057,2334.18239,0.0235,2349.5691,0.01172,1.77276
0.09247,2052.36608,2342.35321,0.0236,2349.48661,0.01181,1.74563
0.09312,2038.87815,2351.93071,0.0237,2349.40415,0.01191,1.74563
0.09377,2040.07993,2345.21933,0.0238,2349.39018,0.012,1.74563
0.09442,2037.91295,2340.36925,0.0239,2349.23935,0.01209,1.75242
0.09507,2063.97906,2349.88082,0.024,2349.22544,0.01219,1.76598
0.09572,2076.34096,2344.89625,0.0241,2349.14306,0.01228,1.71851
0.09637,2075.17131,2341.14178,0.0242,2349.12919,0.01237,1.74563
0.09702,2066.57364,2339.28565,0.0243,2349.04686,0.01246,1.72529
0.09767,2058.75959,2340.97527,0.0244,2349.03304,0.01256,1.74563
0.09832,2051.33838,2328.30491,0.0245,2348.81391,0.01265,1.74563
0.09897,2072.10463,2326.0294,0.0246,2348.80014,0.01274,1.75242
0.09962,2094.22894,2359.3168,0.0247,2348.30708,0.01284,1.73885
0.10026,2085.33609,2349.547,0.0248,2348.29338,0.01293,1.75919
0.10091,2084.41085,2348.88305,0.0249,2348.00577,0.01302,1.74563
0.10156,2077.23197,2351.44667,0.025,2347.78668,0.01311,1.74563
0.10221,2059.43106,2317.39908,0.0251,2347.77307,0.01321,1.75242
0.10286,2072.16696,2331.2511,0.0252,2347.48547,0.0133,1.73885
0.10351,2072.68893,2321.68128,0.0253,2347.47192,0.01339,1.74563
0.10416,2090.13603,2323.83877,0.0254,2347.25289,0.01348,1.75242
0.10481,2088.0914,2347.4755,0.0255,2347.23939,0.01358,1.74563
0.10546,2110.68185,2351.92083,0.0256,2346.88326,0.01367,1.75242
0.10611,2096.73908,2331.7017,0.0257,2346.86982,0.01376,1.74563
0.10676,2105.03361,2345.67315,0.0258,2346.58226,0.01386,1.74563
0.10741,2090.85639,2331.14508,0.0259,2346.56887,0.01395,1.75242
0.10806,2094.54162,2342.50247,0.026,2345.80134,0.01404,1.75242
0.10871,2081.79926,2319.46549,0.0261,2345.78805,0.01413,1.74563
0.10936,2099.25092,2326.56348,0.0262,2345.29465,0.01423,1.75919
0.11001,2110.08598,2338.19035,0.0263,2344.52666,0.01432,1.74563
0.11066,2109.68836,2338.48177,0.0264,2344.51349,0.01441,1.74563
0.11131,2104.62274,2350.07735,0.0265,2344.15714,0.01451,1.75919
0.11196,2097.01462,2331.72137,0.0266,2344.14403,0.0146,1.76598
0.11261,2110.95293,2344.4853,0.0267,2343.37568,0.01469,1.75919
0.11326,2125.60027,2351.05699,0.0268,2343.36265,0.01478,1.75242
0.11391,2115.70985,2340.96786,0.0269,2343.0062,0.01488,1.77954
0.11456,2114.67398,2338.66753,0.027,2342.99323,0.01497,1.77954
0.11521,2113.78862,2339.75721,0.0271,2342.70551,0.01506,1.76598
0.11586,2109.76575,2319.74501,0.0272,2342.69259,0.01516,1.7931
0.1165,2118.20138,2328.64203,0.0273,2342.13002,0.01525,1.75919
0.11715,2113.80539,2329.73199,0.0274,2342.11717,0.01534,1.77276
0.1178,2136.65728,2335.79987,0.0275,2341.48569,0.01543,1.77276
0.11845,2125.94852,2363.28535,0.0276,2341.06037,0.01553,1.7931
0.1191,2126.74935,2360.27036,0.0277,2341.04764,0.01562,1.75242
0.11975,2121.97382,2337.37282,0.0278,2340.41587,0.01571,1.80667
0.1204,2132.27813,2351.72871,0.0279,2340.40321,0.0158,1.76598
0.12105,2141.89126,2346.55476,0.028,2340.25298,0.0159,1.7931
0.1217,2125.52035,2330.36673,0.0281,2340.24036,0.01599,1.77276
0.12235,2137.75526,2353.34034,0.0282,2339.95255,0.01608,1.7931
0.123,2142.50373,2344.60215,0.0283,2339.93999,0.01618,1.77954
0.12365,2149.50642,2338.91532,0.0284,2339.65219,0.01627,1.80667
0.1243,2133.08615,2337.54646,0.0285,2339.63968,0.01636,1.77276
0.12495,2148.89633,2344.09415,0.0286,2339.42068,0.01645,1.79989
0.1256,2147.99037,2353.75065,0.0287,2339.40822,0.01655,1.79989
0.12625,2151.57696,2334.48739,0.0288,2339.12044,0.01664,1.81345
0.1269,2141.41697,2340.99905,0.0289,2338.97034,0.01673,1.79989
0.12755,2166.93656,2363.1453,0.029,2338.95795,0.01683,1.82023
0.1282,2148.98126,2369.35838,0.0291,2338.46363,0.01692,1.81345
0.12885,2119.87097,2325.98782,0.0292,2338.45131,0.01701,1.82023
0.1295,2168.12347,2357.03322,0.0293,2338.43901,0.0171,1.8338
0.13015,2147.77744,2334.91556,0.0294,2338.42672,0.0172,1.80667
0.1308,2138.23916,2333.6885,0.0295,2337.86344,0.01729,1.80667
0.13145,2145.69195,2329.76933,0.0296,2337.85122,0.01738,1.85414
0.1321,2164.12193,2350.71,0.0297,2337.49458,0.01748,1.81345
0.13274,2149.97769,2331.41675,0.0298,2337.48241,0.01757,1.82701
0.13339,2157.63526,2360.05638,0.0299,2337.4014,0.01766,1.82701
0.13404,2173.20397,2347.61111,0.03,2337.38927,0.01775,1.8338
0.13469,2172.74944,2375.12672,0.0301,2337.37716,0.01785,1.84736
0.13534,2175.35933,2342.28818,0.0302,2337.08943,0.01794,1.82701
0.13599,2171.05414,2354.38964,0.0303,2337.07737,0.01803,1.82701
0.13664,2160.62314,2322.85345,0.0304,2336.9275,0.01812,1.84058
0.13729,2178.52594,2348.65406,0.0305,2336.91548,0.01822,1.86092
0.13794,2152.73441,2312.92458,0.0306,2336.76563,0.01831,1.84058
0.13859,2171.55014,2345.0216,0.0307,2336.75366,0.0184,1.8677
0.13924,2172.42886,2317.92119,0.0308,2336.25912,0.0185,1.85414
0.13989,2165.56729,2350.71866,0.0309,2336.24721,0.01859,1.84736
0.14054,2196.10241,2344.98135,0.031,2336.02842,0.01868,1.8677
0.14119,2160.64457,2333.04816,0.0311,2336.01656,0.01877,1.86092
0.14184,2151.96728,2341.73275,0.0312,2335.7978,0.01887,1.85414
0.14249,2171.58294,2339.81506,0.0313,2335.78598,0.01896,1.86092
0.14314,2164.4188,2333.0147,0.0314,2335.63624,0.01905,1.8677
0.14379,2152.87293,2316.64947,0.0315,2335.48652,0.01915,1.87449
0.14444,2166.71112,2330.44179,0.0316,2335.47476,0.01924,1.84736
0.14509,2175.83651,2320.15147,0.0317,2335.32507,0.01933,1.88126
0.14574,2183.3726,2334.85955,0.0318,2335.31336,0.01942,1.8677
0.14639,2170.38827,2356.70064,0.0319,2335.43961,0.01952,1.87449
0.14704,2179.77667,2346.86926,0.032,2335.42792,0.01961,1.88805
0.14769,2172.98501,2349.69589,0.0321,2335.20936,0.0197,1.87449
0.14834,2186.94577,2325.11111,0.0322,2335.19772,0.0198,1.88126
0.14898,2170.017,2307.92052,0.0323,2334.97911,0.01989,1.88126
0.14963,2173.07102,2322.0878,0.0324,2334.96751,0.01998,1.87449
0.15028,2190.63846,2358.28476,0.0325,2334.88698,0.02007,1.88805
0.15093,2181.08844,2333.09319,0.0326,2334.87542,0.02017,1.8677
0.15158,2191.15949,2341.48328,0.0327,2335.00184,0.02026,1.88126
0.15223,2181.94013,2332.68032,0.0328,2334.99031,0.02035,1.89483
0.15288,2193.74326,2335.94415,0.0329,2334.97879,0.02044,1.88126
0.15353,2207.96869,2353.61917,0.033,2334.96729,0.02054,1.88805
0.15418,2191.09343,2331.10404,0.0331,2334.95581,0.02063,1.88126
0.15483,2181.30538,2331.06602,0.0332,2334.94434,0.02072,1.89483
0.15548,2212.12963,2323.88084,0.0333,2334.93289,0.02082,1.88126
0.15613,2204.59862,2333.72216,0.0334,2334.85251,0.02091,1.9084
0.15678,2201.56149,2380.90966,0.0335,2334.8411,0.021,1.88805
0.15743,2196.37977,2347.80573,0.0336,2334.76068,0.02109,1.89483
0.15808,2196.96523,2351.18964,0.0337,2334.74931,0.02119,1.90161
0.15873,2213.90321,2348.25964,0.0338,2335.22079,0.02128,1.92196
0.15938,2193.25427,2350.92812,0.0339,2335.20942,0.02137,1.91517
0.16003,2196.34033,2358.65474,0.034,2335.47389,0.02147,1.91517
0.16068,2209.77014,2341.69091,0.0341,2335.53145,0.02156,1.89483
0.16133,2199.35866,2326.27245,0.0342,2335.52011,0.02165,1.92196
0.16198,2202.05899,2339.22703,0.0343,2335.85351,0.02174,1.92196
0.16263,2212.79153,2342.19463,0.0344,2335.84219,0.02184,1.9084
0.16328,2218.56718,2340.56883,0.0345,2335.89977,0.02193,1.89483
0.16393,2214.4173,2343.19237,0.0346,2335.88848,0.02202,1.89483
0.16458,2217.4024,2333.17277,0.0347,2335.87721,0.02212,1.9084
0.16522,2231.67146,2349.36854,0.0348,2335.86595,0.02221,1.89483
0.16587,2202.12947,2318.46791,0.0349,2335.9236,0.0223,1.89483
0.16652,2218.11678,2327.65372,0.035,2335.91237,0.02239,1.89483
0.16717,2206.4107,2321.67056,0.0351,2336.24574,0.02249,1.88805
0.16782,2216.66278,2350.34628,0.0352,2336.23453,0.02258,1.89483
0.16847,2230.51217,2335.10304,0.0353,2336.49891,0.02267,1.88805
0.16912,2198.78679,2319.34653,0.0354,2336.83208,0.02276,1.88126
0.16977,2207.61813,2340.44759,0.0355,2336.82089,0.02286,1.88805
0.17042,2215.70335,2354.61344,0.0356,2337.08517,0.02295,1.90161
0.17107,2192.92347,2328.31344,0.0357,2337.074,0.02304,1.90161
0.17172,2219.6467,2318.90546,0.0358,2337.47593,0.02314,1.87449
0.17237,2202.95826,2333.98815,0.0359,2337.46477,0.02323,1.89483
0.17302,2223.13516,2331.36038,0.036,2338.00423,0.02332,1.87449
0.17367,2219.70236,2353.17607,0.0361,2337.99307,0.02341,1.87449
