0.059611845273145836, -99.33782793650808, 6305.315867236155, -222196.86558925436, 4773910.891409639, -65555175.019219816, 577633437.3585408, -3155439945.9716144, 9711368012.78049, -12849307594.377447
0.34150936907934865, -135.6580131211082, 8258.334042236069, -282230.9560574805, 5942985.164637177, -80438952.5286661, 700870714.0630167, -3793421674.168471, 11583240551.627537, -15221819954.509285
6.16271314476339, -829.3258208978198, 44024.30237599633, -1331102.2954226604, 25230896.00369801, -311169273.173345, 2497337174.493592, -12578857625.889614, 36092711050.24844, -44970289600.480125
3.1682899551701196, -481.6446793469919, 26511.004199583283, -829887.4623545057, 16245756.053613633, -206423705.08040327, 1702304634.5698044, -8785702334.110931, 25758276749.202824, -32706509024.447266
-0.3593151824265147, -23.167786264953005, 794.3785550299352, -14469.573221490818, 136639.44700163254, -654255.7095085392, 1255899.3078701862, 0, 0, 0
-0.8824083357414854, 26.391226777783885, -1177.341903615815, 27717.48779425452, -386858.6363652932, 3118008.478393827, -13388664.417416213, 23680721.29180399, 0, 0
6.377256967462481, -857.983966843244, 45498.46472921842, -1374011.6615216627, 26013235.259911597, -320355248.3559084, 2566453136.02873, -12899992145.207708, 36930503354.48831, -45908481649.70199
3.823133712445981, -558.0039932961199, 30196.70769700946, -929946.1031445963, 17929398.217572987, -224541425.13841873, 1826370999.3548598, -9304338398.305141, 26950744657.923195, -33841483828.939884
-0.47516156207946514, -15.045678581982763, 505.51096981442765, -9112.864567429495, 84165.77650104856, -396131.670220789, 753859.0532244457, 0, 0, 0
-1.2699560122918019, 66.91061810800981, -3107.7234382933634, 79303.61787258196, -1230714.996190926, 11801852.882954374, -68355282.7096616, 219155471.60692677, -298438735.84002405, 0
-0.6791286816657806, 1.1647825290037037, -23.111152379372427, -1068.2742520447675, 41250.66113226808, -712011.4724322493, 6387633.097181685, -28754885.724369414, 51287908.610952504, 1060735.6557325583
-0.7152458648222011, 4.484559057203112, -176.4913799357529, 2905.8401518002615, -21791.137025335243, -77190.12350327226, 2402771.3246223293, -14518459.49020957, 29294033.990054823, 627934.1840725773
-0.6610857845037984, -0.49223657034892304, -20.042344602929695, 867.1828231442774, -21130.382119859372, 216703.7865340234, -1039107.043623169, 1951484.111807677, 0, 0
-0.6262962540041204, -6.518023370357903, 366.6141914766865, -12430.682343014387, 253872.5480840562, -3358533.2151957336, 28424937.20845959, -147689219.6021969, 428477555.83654547, -531398851.5312936
-0.6664034982851066, -1.6021754908730397, 69.76460808143824, -2361.5819101600473, 42687.01311892036, -509282.4111414141, 3683468.4703015783, -14286727.898030302, 22715988.090209577, 0
-0.6452503474721456, -4.776809568768828, 236.57197720488347, -7345.66808175027, 136567.12399102224, -1662898.1060920814, 12961670.65958008, -61569127.83934106, 161571325.9485538, -179126430.26192102
-0.6589994645925848, -3.6819985261636607, 174.40571269277285, -5337.464450872574, 96395.16543686952, -1142712.1030180103, 8617302.914358478, -39089960.208168045, 96215509.5929134, -97621936.58271733
-0.6413150312173865, -6.275204394647892, 299.43681445370913, -8734.603319506201, 154106.55983240684, -1776316.0133766215, 13132894.257724686, -59379919.09564304, 148709258.70925903, -157458867.73702767
-0.663450168650158, -4.2011321137640705, 187.47693837264583, -5299.219623434798, 88501.37126464873, -964137.8947994185, 6626569.10888161, -26914297.98606807, 57132211.06402877, -46013896.226394355
-0.669042754729398, -4.037319332099851, 170.7421477421251, -4565.624969811146, 71011.57763050594, -710470.0508229969, 4350547.321996425, -14625194.946468834, 20580847.469383348, 0
-0.6754238363914846, -3.9083891548499534, 162.23838696799467, -4265.450162061443, 65006.131809555045, -635329.6417424093, 3771638.6083534174, -12039120.063901622, 14661068.818171896, 5003193.655313267
-0.6773881872052397, -4.27001345846245, 176.7902070016853, -4577.625619001142, 69127.20281140845, -668500.697184055, 3942297.002550436, -12685210.832727356, 16605187.276819648, 1797833.8959510238
-0.6834011768214344, -4.202223355069412, 171.59488095316715, -4385.227962459446, 65383.55624615146, -624736.2704796279, 3645806.336446641, -11664475.268018216, 15504406.834229877, 512352.2764311022
-0.6937441675486472, -3.6394951812710867, 141.37676613365755, -3472.149153217412, 48585.769460175936, -426640.3672156526, 2156451.7356583425, -4818437.112730295, -1933167.5257377, 19288814.529814143
-0.7027761217144575, -3.262324416510737, 121.78419719214126, -2902.7886038151137, 38688.39663071701, -317736.74880252883, 1408964.314863313, -1799479.8751995035, -8251162.590651421, 24173964.337219253
-0.7146289518749807, -2.587228381769587, 88.11175859813044, -1954.7678227781437, 22382.52322063151, -137905.43263144238, 146061.2239365483, 3602906.984920686, -20958389.0697815, 36635665.561237656
-0.7371172765901879, -0.705344965453127, -5.261925494886192, 669.5424478763348, -23398.880869926976, 378887.71862702013, -3625158.8120700107, 20750323.366620347, -65106257.80775726, 85802339.81892855
-0.7446386759525133, -0.5999027635647485, -8.019300374623066, 669.7351789352698, -21636.2061457833, 336478.82612796006, -3124341.4124237294, 17443901.45909858, -53513999.02528998, 69022859.05589904
-0.7689049316192565, 1.4191372206454527, -106.0089523787754, 3363.3921545587837, -67611.10182029077, 844142.8557952971, -6747360.316784279, 33549500.971093103, -94022765.66803269, 113025277.41657704
-0.785801129458998, 2.570424938815126, -160.56657309559466, 4828.75174731318, -91971.57956577174, 1106414.2248544698, -8573801.121007968, 41482289.06293899, -113587113.93073781, 134016640.40003519
-0.7922662164866062, 2.4761898628673857, -151.53437082336492, 4454.797583355406, -83106.6294753771, 979626.1229586722, -7444340.657189165, 35350036.50804586, -95069127.4170863, 110239506.33835575
